RowId,YearStart,YearEnd,LocationAbbr,state,Datasource,Class,Topic,Question,Data_Value_Unit,DataValueTypeID,Data_Value_Type,Data_Value,Data_Value_Alt,Data_Value_Footnote_Symbol,Data_Value_Footnote,Low_Confidence_Limit,High_Confidence_Limit,StratificationCategory1,Stratification1,StratificationCategory2,Stratification2,Geolocation,ClassID,TopicID,QuestionID,LocationID,StratificationCategoryID1,StratificationID1,StratificationCategoryID2,StratificationID2
BRFSS~2019~2022~9002~Q31~TCC02~AGE~OVERALL,2019,2022,MDW,Midwest,BRFSS,Cognitive Decline,Functional difficulties associated with subjective cognitive decline or memory loss among older adults,Percentage of older adults who reported subjective cognitive decline or memory loss that interferes with their ability to engage in social activities or household chores,%,PRCTG,Percentage,37.3,37.3,,,34.9,39.8,Age Group,Overall,,,,C06,TCC02,Q31,9002,AGE,AGE_OVERALL,OVERALL,OVERALL
BRFSS~2019~2022~10~Q41~TCC03~AGE~RACE,2019,2022,DE,Delaware,BRFSS,Cognitive Decline,Need assistance with day-to-day activities because of subjective cognitive decline or memory loss,Percentage of older adults who reported that as a result of subjective cognitive decline or memory loss that they need assistance with day-to-day activities,%,PRCTG,Percentage,,,****,Sample size of denominator and/or age group for age-standardization is less than 50 or relative standard error is more than 30%,,,Age Group,Overall,Race/Ethnicity,Native Am/Alaskan Native,POINT (-75.57774117 39.00883067),C06,TCC03,Q41,10,AGE,AGE_OVERALL,RACE,NAA
BRFSS~2019~2022~47~Q42~TCC04~AGE~RACE,2019,2022,TN,Tennessee,BRFSS,Cognitive Decline,Talked with health care professional about subjective cognitive decline or memory loss,Percentage of older adults with subjective cognitive decline or memory loss who reported talking with a health care professional about it,%,PRCTG,Percentage,38.6,38.6,,,25.9,53.0,Age Group,Overall,Race/Ethnicity,"Black, non-Hispanic",POINT (-85.77449091 35.68094058),C06,TCC04,Q42,47,AGE,AGE_OVERALL,RACE,BLK
BRFSS~2019~2022~06~Q42~TCC04~AGE~OVERALL,2019,2022,CA,California,BRFSS,Cognitive Decline,Talked with health care professional about subjective cognitive decline or memory loss,Percentage of older adults with subjective cognitive decline or memory loss who reported talking with a health care professional about it,%,PRCTG,Percentage,36.6,36.6,,,24.7,50.4,Age Group,50-64 years,,,POINT (-120.9999995 37.63864012),C06,TCC04,Q42,6,AGE,5064,OVERALL,OVERALL
BRFSS~2019~2022~19~Q42~TCC04~AGE~GENDER,2019,2022,IA,Iowa,BRFSS,Cognitive Decline,Talked with health care professional about subjective cognitive decline or memory loss,Percentage of older adults with subjective cognitive decline or memory loss who reported talking with a health care professional about it,%,PRCTG,Percentage,43.2,43.2,,,29.8,57.7,Age Group,65 years or older,Gender,Female,POINT (-93.81649056 42.46940091),C06,TCC04,Q42,19,AGE,65PLUS,GENDER,FEMALE
BRFSS~2019~2022~45~Q42~TCC04~AGE~GENDER,2019,2022,SC,South Carolina,BRFSS,Cognitive Decline,Talked with health care professional about subjective cognitive decline or memory loss,Percentage of older adults with subjective cognitive decline or memory loss who reported talking with a health care professional about it,%,PRCTG,Percentage,28.7,28.7,,,21.5,37.1,Age Group,65 years or older,Gender,Male,POINT (-81.04537121 33.9988213),C06,TCC04,Q42,45,AGE,65PLUS,GENDER,MALE
BRFSS~2019~2022~72~Q42~TCC04~AGE~OVERALL,2019,2022,PR,Puerto Rico,BRFSS,Cognitive Decline,Talked with health care professional about subjective cognitive decline or memory loss,Percentage of older adults with subjective cognitive decline or memory loss who reported talking with a health care professional about it,%,PRCTG,Percentage,69.2,69.2,,,56.6,79.4,Age Group,50-64 years,,,POINT (-66.590149 18.220833),C06,TCC04,Q42,72,AGE,5064,OVERALL,OVERALL
BRFSS~2019~2022~59~Q41~TCC03~AGE~RACE,2019,2022,US,"United States, DC & Territories",BRFSS,Cognitive Decline,Need assistance with day-to-day activities because of subjective cognitive decline or memory loss,Percentage of older adults who reported that as a result of subjective cognitive decline or memory loss that they need assistance with day-to-day activities,%,PRCTG,Percentage,34.6,34.6,#,Fewer than 50 States reporting,32.2,37.1,Age Group,50-64 years,Race/Ethnicity,"White, non-Hispanic",,C06,TCC03,Q41,59,AGE,5064,RACE,WHT
BRFSS~2019~2022~29~Q41~TCC03~AGE~RACE,2019,2022,MO,Missouri,BRFSS,Cognitive Decline,Need assistance with day-to-day activities because of subjective cognitive decline or memory loss,Percentage of older adults who reported that as a result of subjective cognitive decline or memory loss that they need assistance with day-to-day activities,%,PRCTG,Percentage,34.4,34.4,,,28.5,40.8,Age Group,Overall,Race/Ethnicity,"White, non-Hispanic",POINT (-92.56630005 38.63579078),C06,TCC03,Q41,29,AGE,AGE_OVERALL,RACE,WHT
BRFSS~2019~2022~9004~Q41~TCC03~AGE~RACE,2019,2022,WEST,West,BRFSS,Cognitive Decline,Need assistance with day-to-day activities because of subjective cognitive decline or memory loss,Percentage of older adults who reported that as a result of subjective cognitive decline or memory loss that they need assistance with day-to-day activities,%,PRCTG,Percentage,41.0,41.0,&,Regional estimates may not represent all states in the region,24.3,60.1,Age Group,Overall,Race/Ethnicity,"Black, non-Hispanic",,C06,TCC03,Q41,9004,AGE,AGE_OVERALL,RACE,BLK
BRFSS~2019~2022~9001~Q42~TCC04~AGE~RACE,2019,2022,NRE,Northeast,BRFSS,Cognitive Decline,Talked with health care professional about subjective cognitive decline or memory loss,Percentage of older adults with subjective cognitive decline or memory loss who reported talking with a health care professional about it,%,PRCTG,Percentage,12.8,12.8,&,Regional estimates may not represent all states in the region,4.4,32.0,Age Group,Overall,Race/Ethnicity,Asian/Pacific Islander,,C06,TCC04,Q42,9001,AGE,AGE_OVERALL,RACE,ASN
BRFSS~2019~2022~05~Q41~TCC03~AGE~OVERALL,2019,2022,AR,Arkansas,BRFSS,Cognitive Decline,Need assistance with day-to-day activities because of subjective cognitive decline or memory loss,Percentage of older adults who reported that as a result of subjective cognitive decline or memory loss that they need assistance with day-to-day activities,%,PRCTG,Percentage,43.3,43.3,,,36.3,50.5,Age Group,Overall,,,POINT (-92.27449074 34.74865012),C06,TCC03,Q41,5,AGE,AGE_OVERALL,OVERALL,OVERALL
BRFSS~2019~2022~20~Q41~TCC03~AGE~RACE,2019,2022,KS,Kansas,BRFSS,Cognitive Decline,Need assistance with day-to-day activities because of subjective cognitive decline or memory loss,Percentage of older adults who reported that as a result of subjective cognitive decline or memory loss that they need assistance with day-to-day activities,%,PRCTG,Percentage,25.5,25.5,,,20.0,31.8,Age Group,Overall,Race/Ethnicity,"White, non-Hispanic",POINT (-98.20078123 38.3477403),C06,TCC03,Q41,20,AGE,AGE_OVERALL,RACE,WHT
BRFSS~2019~2022~20~Q42~TCC04~AGE~RACE,2019,2022,KS,Kansas,BRFSS,Cognitive Decline,Talked with health care professional about subjective cognitive decline or memory loss,Percentage of older adults with subjective cognitive decline or memory loss who reported talking with a health care professional about it,%,PRCTG,Percentage,,,****,Sample size of denominator and/or age group for age-standardization is less than 50 or relative standard error is more than 30%,,,Age Group,50-64 years,Race/Ethnicity,Native Am/Alaskan Native,POINT (-98.20078123 38.3477403),C06,TCC04,Q42,20,AGE,5064,RACE,NAA
BRFSS~2019~2022~35~Q42~TCC04~AGE~GENDER,2019,2022,NM,New Mexico,BRFSS,Cognitive Decline,Talked with health care professional about subjective cognitive decline or memory loss,Percentage of older adults with subjective cognitive decline or memory loss who reported talking with a health care professional about it,%,PRCTG,Percentage,54.8,54.8,,,41.7,67.3,Age Group,50-64 years,Gender,Female,POINT (-106.240581 34.52088095),C06,TCC04,Q42,35,AGE,5064,GENDER,FEMALE
BRFSS~2019~2022~9002~Q41~TCC03~AGE~OVERALL,2019,2022,MDW,Midwest,BRFSS,Cognitive Decline,Need assistance with day-to-day activities because of subjective cognitive decline or memory loss,Percentage of older adults who reported that as a result of subjective cognitive decline or memory loss that they need assistance with day-to-day activities,%,PRCTG,Percentage,29.0,29.0,,,25.9,32.4,Age Group,65 years or older,,,,C06,TCC03,Q41,9002,AGE,65PLUS,OVERALL,OVERALL
BRFSS~2019~2022~41~Q41~TCC03~AGE~OVERALL,2019,2022,OR,Oregon,BRFSS,Cognitive Decline,Need assistance with day-to-day activities because of subjective cognitive decline or memory loss,Percentage of older adults who reported that as a result of subjective cognitive decline or memory loss that they need assistance with day-to-day activities,%,PRCTG,Percentage,21.9,21.9,,,16.2,28.8,Age Group,Overall,,,POINT (-120.1550313 44.56744942),C06,TCC03,Q41,41,AGE,AGE_OVERALL,OVERALL,OVERALL
BRFSS~2019~2022~44~Q42~TCC04~AGE~GENDER,2019,2022,RI,Rhode Island,BRFSS,Cognitive Decline,Talked with health care professional about subjective cognitive decline or memory loss,Percentage of older adults with subjective cognitive decline or memory loss who reported talking with a health care professional about it,%,PRCTG,Percentage,52.7,52.7,,,39.6,65.5,Age Group,50-64 years,Gender,Female,POINT (-71.52247031 41.70828019),C06,TCC04,Q42,44,AGE,5064,GENDER,FEMALE
BRFSS~2019~2022~9003~Q31~TCC02~AGE~GENDER,2019,2022,SOU,South,BRFSS,Cognitive Decline,Functional difficulties associated with subjective cognitive decline or memory loss among older adults,Percentage of older adults who reported subjective cognitive decline or memory loss that interferes with their ability to engage in social activities or household chores,%,PRCTG,Percentage,32.6,32.6,,,28.5,37.0,Age Group,65 years or older,Gender,Male,,C06,TCC02,Q31,9003,AGE,65PLUS,GENDER,MALE
BRFSS~2019~2022~11~Q42~TCC04~AGE~GENDER,2019,2022,DC,District of Columbia,BRFSS,Cognitive Decline,Talked with health care professional about subjective cognitive decline or memory loss,Percentage of older adults with subjective cognitive decline or memory loss who reported talking with a health care professional about it,%,PRCTG,Percentage,35.9,35.9,,,24.7,48.8,Age Group,Overall,Gender,Female,POINT (-77.036871 38.907192),C06,TCC04,Q42,11,AGE,AGE_OVERALL,GENDER,FEMALE
BRFSS~2019~2022~16~Q41~TCC03~AGE~GENDER,2019,2022,ID,Idaho,BRFSS,Cognitive Decline,Need assistance with day-to-day activities because of subjective cognitive decline or memory loss,Percentage of older adults who reported that as a result of subjective cognitive decline or memory loss that they need assistance with day-to-day activities,%,PRCTG,Percentage,23.3,23.3,,,17.1,31.1,Age Group,Overall,Gender,Male,POINT (-114.36373 43.68263001),C06,TCC03,Q41,16,AGE,AGE_OVERALL,GENDER,MALE
BRFSS~2019~2022~9003~Q30~TCC01~AGE~RACE,2019,2022,SOU,South,BRFSS,Cognitive Decline,Subjective cognitive decline or memory loss among older adults,Percentage of older adults who reported subjective cognitive decline or memory loss that is happening more often or is getting worse in the preceding 12 months,%,PRCTG,Percentage,14.1,14.1,&,Regional estimates may not represent all states in the region,11.2,17.7,Age Group,65 years or older,Race/Ethnicity,Hispanic,,C06,TCC01,Q30,9003,AGE,65PLUS,RACE,HIS
BRFSS~2019~2022~39~Q42~TCC04~AGE~RACE,2019,2022,OH,Ohio,BRFSS,Cognitive Decline,Talked with health care professional about subjective cognitive decline or memory loss,Percentage of older adults with subjective cognitive decline or memory loss who reported talking with a health care professional about it,%,PRCTG,Percentage,,,~,No Data Available,,,Age Group,Overall,Race/Ethnicity,Native Am/Alaskan Native,POINT (-82.40426006 40.06021014),C06,TCC04,Q42,39,AGE,AGE_OVERALL,RACE,NAA
BRFSS~2019~2022~9001~Q31~TCC02~AGE~RACE,2019,2022,NRE,Northeast,BRFSS,Cognitive Decline,Functional difficulties associated with subjective cognitive decline or memory loss among older adults,Percentage of older adults who reported subjective cognitive decline or memory loss that interferes with their ability to engage in social activities or household chores,%,PRCTG,Percentage,83.3,83.3,&,Regional estimates may not represent all states in the region,44.6,96.9,Age Group,Overall,Race/Ethnicity,Native Am/Alaskan Native,,C06,TCC02,Q31,9001,AGE,AGE_OVERALL,RACE,NAA
BRFSS~2019~2022~24~Q42~TCC04~AGE~RACE,2019,2022,MD,Maryland,BRFSS,Cognitive Decline,Talked with health care professional about subjective cognitive decline or memory loss,Percentage of older adults with subjective cognitive decline or memory loss who reported talking with a health care professional about it,%,PRCTG,Percentage,,,****,Sample size of denominator and/or age group for age-standardization is less than 50 or relative standard error is more than 30%,,,Age Group,50-64 years,Race/Ethnicity,Hispanic,POINT (-76.60926011 39.29058096),C06,TCC04,Q42,24,AGE,5064,RACE,HIS
BRFSS~2019~2022~35~Q42~TCC04~AGE~RACE,2019,2022,NM,New Mexico,BRFSS,Cognitive Decline,Talked with health care professional about subjective cognitive decline or memory loss,Percentage of older adults with subjective cognitive decline or memory loss who reported talking with a health care professional about it,%,PRCTG,Percentage,,,****,Sample size of denominator and/or age group for age-standardization is less than 50 or relative standard error is more than 30%,,,Age Group,65 years or older,Race/Ethnicity,Native Am/Alaskan Native,POINT (-106.240581 34.52088095),C06,TCC04,Q42,35,AGE,65PLUS,RACE,NAA
BRFSS~2019~2022~46~Q42~TCC04~AGE~RACE,2019,2022,SD,South Dakota,BRFSS,Cognitive Decline,Talked with health care professional about subjective cognitive decline or memory loss,Percentage of older adults with subjective cognitive decline or memory loss who reported talking with a health care professional about it,%,PRCTG,Percentage,,,****,Sample size of denominator and/or age group for age-standardization is less than 50 or relative standard error is more than 30%,,,Age Group,50-64 years,Race/Ethnicity,Native Am/Alaskan Native,POINT (-100.3735306 44.35313005),C06,TCC04,Q42,46,AGE,5064,RACE,NAA
BRFSS~2019~2022~23~Q42~TCC04~AGE~GENDER,2019,2022,ME,Maine,BRFSS,Cognitive Decline,Talked with health care professional about subjective cognitive decline or memory loss,Percentage of older adults with subjective cognitive decline or memory loss who reported talking with a health care professional about it,%,PRCTG,Percentage,60.1,60.1,,,52.7,67.1,Age Group,Overall,Gender,Female,POINT (-68.98503134 45.25422889),C06,TCC04,Q42,23,AGE,AGE_OVERALL,GENDER,FEMALE
BRFSS~2019~2022~51~Q42~TCC04~AGE~RACE,2019,2022,VA,Virginia,BRFSS,Cognitive Decline,Talked with health care professional about subjective cognitive decline or memory loss,Percentage of older adults with subjective cognitive decline or memory loss who reported talking with a health care professional about it,%,PRCTG,Percentage,,,****,Sample size of denominator and/or age group for age-standardization is less than 50 or relative standard error is more than 30%,,,Age Group,50-64 years,Race/Ethnicity,"Black, non-Hispanic",POINT (-78.45789046 37.54268067),C06,TCC04,Q42,51,AGE,5064,RACE,BLK
BRFSS~2019~2022~21~Q42~TCC04~AGE~GENDER,2019,2022,KY,Kentucky,BRFSS,Cognitive Decline,Talked with health care professional about subjective cognitive decline or memory loss,Percentage of older adults with subjective cognitive decline or memory loss who reported talking with a health care professional about it,%,PRCTG,Percentage,35.9,35.9,,,23.4,50.7,Age Group,65 years or older,Gender,Female,POINT (-84.77497105 37.64597027),C06,TCC04,Q42,21,AGE,65PLUS,GENDER,FEMALE
BRFSS~2019~2022~29~Q42~TCC04~AGE~GENDER,2019,2022,MO,Missouri,BRFSS,Cognitive Decline,Talked with health care professional about subjective cognitive decline or memory loss,Percentage of older adults with subjective cognitive decline or memory loss who reported talking with a health care professional about it,%,PRCTG,Percentage,54.5,54.5,,,41.0,67.4,Age Group,50-64 years,Gender,Male,POINT (-92.56630005 38.63579078),C06,TCC04,Q42,29,AGE,5064,GENDER,MALE
BRFSS~2019~2022~15~Q42~TCC04~AGE~RACE,2019,2022,HI,Hawaii,BRFSS,Cognitive Decline,Talked with health care professional about subjective cognitive decline or memory loss,Percentage of older adults with subjective cognitive decline or memory loss who reported talking with a health care professional about it,%,PRCTG,Percentage,,,****,Sample size of denominator and/or age group for age-standardization is less than 50 or relative standard error is more than 30%,,,Age Group,Overall,Race/Ethnicity,Native Am/Alaskan Native,POINT (-157.8577494 21.30485044),C06,TCC04,Q42,15,AGE,AGE_OVERALL,RACE,NAA
